PAYER,ORGANIZATION,IN_NETWORK
d47b3510-2895-3b70-9897-342d681c769d,d9a6eed0-e314-3000-aba8-83d425f0024f,true
d47b3510-2895-3b70-9897-342d681c769d,db0acede-4abe-3c01-8d03-5c68a190d8c7,true
d47b3510-2895-3b70-9897-342d681c769d,dce6ce7f-7e6e-3035-aaad-46379b6d0bf0,true
d47b3510-2895-3b70-9897-342d681c769d,dd43b798-6c99-3cdb-bd19-65f1cc2a370d,true
d47b3510-2895-3b70-9897-342d681c769d,de3b4863-ef19-3d0c-818a-e0a7764d7011,true
d47b3510-2895-3b70-9897-342d681c769d,df5a38ee-e493-3572-8f92-bb695aef9891,true
d47b3510-2895-3b70-9897-342d681c769d,e002090d-4e92-300e-b41e-7d1f21dee4c6,true
d47b3510-2895-3b70-9897-342d681c769d,e0739d64-3589-3bbe-b8ea-808280085318,true
d47b3510-2895-3b70-9897-342d681c769d,e1152059-6932-3ce8-a8e5-7d6fd5d86bd2,true
d47b3510-2895-3b70-9897-342d681c769d,e268d966-c51d-355b-90a3-edf1748d0b67,false
d47b3510-2895-3b70-9897-342d681c769d,e3589374-6bee-3d87-9da7-41d467537ccc,true
d47b3510-2895-3b70-9897-342d681c769d,e3f1676b-9b40-3544-af4e-17a06bbb98bb,true
d47b3510-2895-3b70-9897-342d681c769d,e44f438a-601b-30fb-85eb-bfaf8ddcb5ad,true
d47b3510-2895-3b70-9897-342d681c769d,e5722d6d-2861-37d9-ba68-a25d187e587e,false
d47b3510-2895-3b70-9897-342d681c769d,e6065c61-7e21-3acf-8929-2955eee78596,true
d47b3510-2895-3b70-9897-342d681c769d,e63311d4-a173-3921-a0b4-8d14e8045fc1,false
d47b3510-2895-3b70-9897-342d681c769d,e7be2bea-4a1b-3bac-9874-3b149652461a,true
d47b3510-2895-3b70-9897-342d681c769d,e86f1fe7-2322-3732-bebc-938980487e36,true
d47b3510-2895-3b70-9897-342d681c769d,e8a1f232-f360-30d6-806a-8901d99c0787,true
d47b3510-2895-3b70-9897-342d681c769d,ea5419a8-3670-39a7-a49b-0df776df60b2,false
d47b3510-2895-3b70-9897-342d681c769d,eb41a4ec-fbbe-336c-9987-cae575551845,true
d47b3510-2895-3b70-9897-342d681c769d,ebc3f5c4-6700-34af-8323-85621c313726,true
d47b3510-2895-3b70-9897-342d681c769d,ecc51621-0af3-3b35-ac3e-8b1e34022e92,true
d47b3510-2895-3b70-9897-342d681c769d,ed146054-9dd5-3f0b-83df-d29d983039c3,true
d47b3510-2895-3b70-9897-342d681c769d,ed33acfb-1834-35d2-9c86-d8772bf33703,false
d47b3510-2895-3b70-9897-342d681c769d,ed353f5c-41f9-3eb6-8e10-47d3db959d99,true
d47b3510-2895-3b70-9897-342d681c769d,ee394632-cdfa-3709-ac47-eba10a419652,true
d47b3510-2895-3b70-9897-342d681c769d,eeca3319-9cbf-382e-a7ee-43986c981135,false
d47b3510-2895-3b70-9897-342d681c769d,ef58ea08-d883-3957-8300-150554edc8fb,true
d47b3510-2895-3b70-9897-342d681c769d,ef6ab57c-ed94-3dbe-9861-812d515918b3,true
d47b3510-2895-3b70-9897-342d681c769d,f09cf501-9c20-3a90-895e-d08fe18aa79a,false
d47b3510-2895-3b70-9897-342d681c769d,f1313c7d-3148-335b-adc3-337f15567b82,true
d47b3510-2895-3b70-9897-342d681c769d,f1fbcbfb-fcfa-3bd2-b7f4-df20f1b3c3a4,false
d47b3510-2895-3b70-9897-342d681c769d,f28ce7cd-867f-3431-99e3-ab62ed072852,false
d47b3510-2895-3b70-9897-342d681c769d,f2c890aa-a295-3c61-b35e-bfef8005ff94,false
d47b3510-2895-3b70-9897-342d681c769d,f4e7709c-02f6-37ca-aeea-8247d74e88e7,true
d47b3510-2895-3b70-9897-342d681c769d,f56121fb-8f1c-3088-b974-b5bb50ea313d,false
d47b3510-2895-3b70-9897-342d681c769d,f576aee3-a640-3b72-85de-0294c44bf0e4,true
d47b3510-2895-3b70-9897-342d681c769d,f61f14cb-8061-3fa0-ab90-221cb033eaa0,true
d47b3510-2895-3b70-9897-342d681c769d,f71ce1a9-cca7-3295-9a1e-c88ac3479b6f,true
d47b3510-2895-3b70-9897-342d681c769d,f764c747-7147-3337-b677-a6042ab63268,true
d47b3510-2895-3b70-9897-342d681c769d,f81f4711-b663-35ab-bd7f-40d0aa8f8e26,true
d47b3510-2895-3b70-9897-342d681c769d,f93e59e2-c0e4-3118-a1c2-3234c6dde120,false
d47b3510-2895-3b70-9897-342d681c769d,f95eebbf-70d7-385e-8e4c-748c79c6d644,true
d47b3510-2895-3b70-9897-342d681c769d,f99c74cc-7d1a-3f95-9a33-4a9357bf2f2a,true
d47b3510-2895-3b70-9897-342d681c769d,fb278911-40bf-3697-962d-08f729b2e7b8,true
d47b3510-2895-3b70-9897-342d681c769d,fb28cf4c-955b-32c7-906e-4b9ad6f5678a,true
d47b3510-2895-3b70-9897-342d681c769d,fbf6180e-b800-3ebe-b91d-93d0288c400e,true
d47b3510-2895-3b70-9897-342d681c769d,fcf80e67-03a6-36a9-af90-204285386103,true
d47b3510-2895-3b70-9897-342d681c769d,fd328395-ab1d-35c6-a2d0-d05a9a79cf11,true
d47b3510-2895-3b70-9897-342d681c769d,ff9863d3-3fa3-3861-900e-f00148f5d9c2,false
